ACCESSION	Ratio G-6h / Sh 6h	Log2 Ratio G-6h / Sh 6h	Ratio G+6h / Sh6h	Log2 Ratio G+6h / Sh6h	Ratio G-24h / Sh24h	Log2 Ratio G-24h / Sh24h	Ratio G+24h / Sh24h	Log2 G+24h / Sh24h	DEFINITION	TargetID	SYMBOL	
NM_014563	0.57	-0.82	0.88	-0.18	0.59	-0.77	0.48	-1.06	Homo sapiens trafficking protein particle complex 2 (TRAPPC2), transcript variant 2, mRNA.	ILMN_558	TRAPPC2	
NM_006924	1.37	0.46	1.32	0.4	1.13	0.18	1.13	0.17	Homo sapiens splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor) (SFRS1), mRNA.	ILMN_5585	SFRS1	
NM_004344	0.55	-0.86	0.8	-0.33	0.76	-0.4	0.85	-0.24	Homo sapiens centrin, EF-hand protein, 2 (CETN2), mRNA.	ILMN_5587	CETN2	
NM_003618	0.97	-0.05	NaN	NaN	1.05	0.07	0.94	-0.08	Homo sapiens mitogen-activated protein kinase kinase kinase kinase 3 (MAP4K3), mRNA.	ILMN_5588	MAP4K3	
NM_003145	1.12	0.16	0.87	-0.2	0.54	-0.9	0.53	-0.91	Homo sapiens signal sequence receptor, beta (translocon-associated protein beta) (SSR2), mRNA.	ILMN_5589	SSR2	
NM_017913	0.89	-0.16	1.05	0.08	1.04	0.05	1.12	0.16	Homo sapiens CDC37 cell division cycle 37 homolog (S. cerevisiae)-like 1 (CDC37L1), mRNA.	ILMN_559	CDC37L1	
NM_004529	1.52	0.61	1.31	0.39	1.04	0.06	1.01	0.01	Homo sapiens myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	ILMN_5590	MLLT3	
NM_138335	1.35	0.43	1.04	0.06	1.18	0.24	0.95	-0.07	Homo sapiens glucosamine-6-phosphate deaminase 2 (GNPDA2), mRNA.	ILMN_5591	GNPDA2	
NM_014774	1.81	0.86	1.59	0.67	0.84	-0.26	0.78	-0.36	Homo sapiens KIAA0494 (KIAA0494), mRNA.	ILMN_5593	KIAA0494	
NM_018255	1.17	0.23	1.15	0.2	0.87	-0.19	0.77	-0.38	Homo sapiens signal transducer and activator of transcription 3 interacting protein 1 (STATIP1), mRNA.	ILMN_5596	STATIP1	
NM_021242	1.64	0.71	0.91	-0.13	0.42	-1.26	0.72	-0.48	Homo sapiens MID1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) (MID1IP1), mRNA.	ILMN_5603	MID1IP1	
NM_032906	0.59	-0.77	0.61	-0.72	0.99	-0.02	1.07	0.1	Homo sapiens phosphatidylinositol glycan, class Y (PIGY), mRNA.	ILMN_561	PIGY	
NM_015289	1.53	0.62	1.03	0.05	1.05	0.08	0.94	-0.1	Homo sapiens vacuolar protein sorting 39 (yeast) (VPS39), mRNA.	ILMN_5610	VPS39	
NM_025078	0.6	-0.74	0.49	-1.02	0.87	-0.2	0.72	-0.48	Homo sapiens PQ loop repeat containing 1 (PQLC1), mRNA.	ILMN_5626	PQLC1	
NM_152793	NaN	NaN	NaN	NaN	NaN	NaN	0.75	-0.41	Homo sapiens hypothetical protein Ells1 (Ells1), mRNA.	ILMN_5639	Ells1	
NM_182972	1.23	0.3	1.31	0.39	0.85	-0.24	0.95	-0.07	Homo sapiens interferon regulatory factor 2 binding protein 2 (IRF2BP2), mRNA.	ILMN_5645	IRF2BP2	
NM_080604	1.46	0.54	1.12	0.17	1.02	0.02	1.05	0.08	Homo sapiens tight junction associated protein 1 (peripheral) (TJAP1), mRNA.	ILMN_565	TJAP1	
NM_007266	0.95	-0.08	0.9	-0.14	1.38	0.46	1.06	0.09	Homo sapiens XPA binding protein 1, GTPase (XAB1), mRNA.	ILMN_5652	XAB1	
NM_002015	2.02	1.01	1.33	0.41	1.01	0.01	1.14	0.19	Homo sapiens forkhead box O1A (rhabdomyosarcoma) (FOXO1A), mRNA.	ILMN_5656	FOXO1A	
NM_006762	0.92	-0.13	1.05	0.07	0.93	-0.11	0.93	-0.1	Homo sapiens lysosomal associated multispanning membrane protein 5 (LAPTM5), mRNA.	ILMN_5657	LAPTM5	
NM_021633	1.42	0.51	1.36	0.45	0.84	-0.26	0.77	-0.38	Homo sapiens kelch-like 12 (Drosophila) (KLHL12), mRNA.	ILMN_5658	KLHL12	
NM_005769	NaN	NaN	NaN	NaN	1.4	0.48	1.56	0.65	Homo sapiens carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4 (CHST4), mRNA.	ILMN_5660	CHST4	
NM_001009182	0.47	-1.08	0.51	-0.98	0.92	-0.11	0.9	-0.15	Homo sapiens survival of motor neuron protein interacting protein 1 (SIP1), transcript variant beta, mRNA.	ILMN_5662	SIP1	
NM_018975	1.21	0.27	1.16	0.21	1.03	0.04	0.87	-0.2	Homo sapiens telomeric repeat binding factor 2, interacting protein (TERF2IP), mRNA.	ILMN_5664	TERF2IP	
NM_001239	0.87	-0.2	0.98	-0.04	0.77	-0.37	0.87	-0.19	Homo sapiens cyclin H (CCNH), mRNA.	ILMN_5670	CCNH	
NM_002035	NaN	NaN	NaN	NaN	1.04	0.06	NaN	NaN	Homo sapiens follicular lymphoma variant translocation 1 (FVT1), mRNA.	ILMN_5671	FVT1	
NM_014237	1.52	0.6	1.21	0.28	1.02	0.03	1.04	0.06	Homo sapiens ADAM metallopeptidase domain 18 (ADAM18), mRNA.	ILMN_5673	ADAM18	
NM_001864	NaN	NaN	0.72	-0.47	0.82	-0.29	0.82	-0.29	Homo sapiens cytochrome c oxidase subunit VIIa polypeptide 1 (muscle) (COX7A1), mRNA.	ILMN_5679	COX7A1	
NM_000064	0.92	-0.12	1.12	0.17	0.83	-0.27	0.72	-0.48	Homo sapiens complement component 3 (C3), mRNA.	ILMN_5682	C3	
NR_001434	4.12	2.04	1.79	0.84	3.36	1.75	2.93	1.55	Homo sapiens major histocompatibility complex, class I, H (pseudogene) (HLA-H) on chromosome 6.	ILMN_5683	HLA-H	
NM_005965	0.74	-0.42	0.63	-0.67	0.61	-0.71	0.55	-0.85	Homo sapiens myosin, light polypeptide kinase (MYLK), transcript variant 6, mRNA.	ILMN_5690	MYLK	
NM_153322	0.55	-0.87	0.87	-0.2	2.38	1.25	1.84	0.88	Homo sapiens peripheral myelin protein 22 (PMP22), transcript variant 3, mRNA.	ILMN_5694	PMP22	
NM_147223	NaN	NaN	NaN	NaN	1.05	0.08	0.89	-0.16	Homo sapiens nuclear receptor coactivator 1 (NCOA1), transcript variant 2, mRNA.	ILMN_5698	NCOA1	
NM_000677	NaN	NaN	NaN	NaN	0.71	-0.49	NaN	NaN	Homo sapiens adenosine A3 receptor (ADORA3), transcript variant 2, mRNA.	ILMN_5702	ADORA3	
NM_005238	0.86	-0.21	0.59	-0.75	1.59	0.67	1.69	0.76	Homo sapiens v-ets erythroblastosis virus E26 oncogene homolog 1 (avian) (ETS1), mRNA.	ILMN_5708	ETS1	
NM_003075	NaN	NaN	0.46	-1.12	0.63	-0.66	0.8	-0.33	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2 (SMARCC2), transcript variant 1, mRNA.	ILMN_5709	SMARCC2	
NM_002844	1.12	0.17	0.82	-0.29	0.68	-0.57	0.61	-0.71	Homo sapiens protein tyrosine phosphatase, receptor type, K (PTPRK), mRNA.	ILMN_5715	PTPRK	
NM_032673	0.91	-0.13	0.95	-0.08	0.95	-0.07	1.11	0.15	Homo sapiens polycomb group ring finger 1 (PCGF1), mRNA.	ILMN_5720	PCGF1	
NM_018025	0.99	-0.01	0.85	-0.23	1.06	0.09	0.94	-0.09	Homo sapiens G patch domain containing 1 (GPATC1), mRNA.	ILMN_5724	GPATC1	
NM_052902	0.54	-0.88	0.53	-0.93	0.68	-0.56	0.64	-0.65	Homo sapiens serine/threonine kinase 11 interacting protein (STK11IP), mRNA.	ILMN_5726	STK11IP	
NM_145169	1.4	0.49	1.18	0.24	0.91	-0.14	0.83	-0.27	Homo sapiens SFT2 domain containing 1 (SFT2D1), mRNA.	ILMN_5727	SFT2D1	
NM_145197	1.42	0.51	1.39	0.47	0.9	-0.16	0.84	-0.26	Homo sapiens lipoyltransferase 1 (LIPT1), transcript variant 3, mRNA.	ILMN_5728	LIPT1	
NM_018024	0.41	-1.27	0.54	-0.9	1.21	0.27	1.47	0.56	Homo sapiens chromosome 8 open reading frame 32 (C8orf32), mRNA.	ILMN_574	C8orf32	
NM_006163	0.61	-0.7	0.69	-0.53	1.89	0.92	3.2	1.68	Homo sapiens nuclear factor (erythroid-derived 2), 45kDa (NFE2), mRNA.	ILMN_5749	NFE2	
NM_002664	22.12	4.47	12.71	3.67	2.52	1.33	3.41	1.77	Homo sapiens pleckstrin (PLEK), mRNA.	ILMN_5756	PLEK	
NM_024045	1.02	0.03	1.03	0.04	0.87	-0.2	0.9	-0.15	Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 50 (DDX50), mRNA.	ILMN_577	DDX50	
NM_004776	2.79	1.48	2.04	1.03	0.9	-0.15	1.25	0.32	Homo sapiens UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 (B4GALT5), mRNA.	ILMN_5773	B4GALT5	
NM_004616	NaN	NaN	0.8	-0.32	0.49	-1.04	0.54	-0.89	Homo sapiens tetraspanin 8 (TSPAN8), mRNA.	ILMN_578	TSPAN8	
NM_002803	0.92	-0.12	0.93	-0.1	0.77	-0.37	0.8	-0.33	Homo sapiens proteasome (prosome, macropain) 26S subunit, ATPase, 2 (PSMC2), mRNA.	ILMN_5792	PSMC2	
NM_021074	1.03	0.04	1.21	0.28	0.82	-0.28	1.01	0.02	Homo sapiens NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa (NDUFV2), mRNA.	ILMN_5793	NDUFV2	
NM_006769	0.82	-0.29	0.72	-0.46	0.63	-0.68	0.41	-1.27	Homo sapiens LIM domain only 4 (LMO4), mRNA.	ILMN_5796	LMO4	
NM_006623	0.7	-0.51	0.65	-0.61	1.32	0.4	0.93	-0.11	Homo sapiens phosphoglycerate dehydrogenase (PHGDH), mRNA.	ILMN_5800	PHGDH	
NM_004793	0.99	-0.02	1.01	0.02	0.84	-0.25	0.82	-0.28	Homo sapiens protease, serine, 15 (PRSS15), nuclear gene encoding mitochondrial protein, mRNA.	ILMN_5804	PRSS15	
NM_152331	0.31	-1.69	0.25	-1.98	0.55	-0.86	0.56	-0.84	Homo sapiens acyl-CoA thioesterase 4 (ACOT4), mRNA.	ILMN_5812	ACOT4	
NM_002881	1.55	0.63	1.17	0.22	1.32	0.4	1.43	0.52	Homo sapiens v-ral simian leukemia viral oncogene homolog B (ras related	ILMN_5816	RALB	
NM_001539	1.59	0.67	1.55	0.63	0.88	-0.18	1.13	0.17	Homo sapiens DnaJ (Hsp40) homolog, subfamily A, member 1 (DNAJA1), mRNA.	ILMN_5819	DNAJA1	
NM_005614	1.4	0.49	1.08	0.11	1.32	0.4	1.6	0.68	Homo sapiens Ras homolog enriched in brain (RHEB), mRNA.	ILMN_5824	RHEB	
NM_015609	1.05	0.08	1.14	0.19	1.34	0.42	1.4	0.48	Homo sapiens chromosome 1 open reading frame 144 (C1orf144), mRNA.	ILMN_5836	C1orf144	
NM_018266	1.56	0.64	1.36	0.45	1.18	0.24	1.2	0.27	Homo sapiens transmembrane protein 39A (TMEM39A), mRNA.	ILMN_5837	TMEM39A	
NM_023937	0.66	-0.59	0.78	-0.35	1.05	0.07	1.17	0.23	Homo sapiens mitochondrial ribosomal protein L34 (MRPL34), nuclear gene encoding mitochondrial protein, mRNA.	ILMN_5839	MRPL34	
NM_144778	0.84	-0.24	0.95	-0.07	0.83	-0.27	1	0	Homo sapiens muscleblind-like 2 (Drosophila) (MBNL2), transcript variant 1, mRNA.	ILMN_5842	MBNL2	
NM_032434	1.01	0.02	1.28	0.36	1.17	0.22	1.06	0.08	Homo sapiens zinc finger protein 512 (ZNF512), mRNA.	ILMN_5859	ZNF512	
NM_003794	0.73	-0.45	0.68	-0.55	0.81	-0.31	0.81	-0.31	Homo sapiens sorting nexin 4 (SNX4), mRNA.	ILMN_5888	SNX4	
NM_006147	NaN	NaN	NaN	NaN	0.97	-0.05	NaN	NaN	Homo sapiens interferon regulatory factor 6 (IRF6), mRNA.	ILMN_5889	IRF6	
NM_020442	0.82	-0.28	0.95	-0.08	1.35	0.44	1.02	0.02	Homo sapiens valyl-tRNA synthetase like (VARSL), mRNA.	ILMN_5892	VARSL	
NM_006401	1.1	0.14	0.84	-0.24	1.2	0.27	1.36	0.44	Homo sapiens acidic (leucine-rich) nuclear phosphoprotein 32 family, member B (ANP32B), mRNA.	ILMN_5899	ANP32B	
NM_006302	0.92	-0.11	1.02	0.03	0.47	-1.1	0.5	-0.99	Homo sapiens glucosidase I (GCS1), mRNA.	ILMN_5900	GCS1	
NM_022914	0.97	-0.04	0.96	-0.05	0.66	-0.6	0.9	-0.15	Homo sapiens adrenocortical dysplasia homolog (mouse) (ACD), mRNA.	ILMN_5907	ACD	
NM_022786	0.62	-0.68	0.86	-0.22	0.75	-0.41	0.75	-0.41	Homo sapiens ARV1 homolog (yeast) (ARV1), mRNA.	ILMN_5909	ARV1	
NM_000143	0.55	-0.86	0.61	-0.72	0.71	-0.49	0.69	-0.54	Homo sapiens fumarate hydratase (FH), nuclear gene encoding mitochondrial protein, mRNA.	ILMN_5911	FH	
NM_007363	1.54	0.62	1.36	0.44	0.89	-0.17	0.89	-0.17	Homo sapiens non-POU domain containing, octamer-binding (NONO), mRNA.	ILMN_5914	NONO	
NM_016081	0.26	-1.96	0.42	-1.25	1.85	0.88	1.53	0.62	Homo sapiens palladin, cytoskeletal associated protein (PALLD), mRNA.	ILMN_5918	PALLD	
NM_181504	0.35	-1.52	0.5	-1	0.68	-0.57	0.54	-0.89	Homo sapiens phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha) (PIK3R1), transcript variant 2, mRNA.	ILMN_5923	PIK3R1	
NM_024103	0.18	-2.47	0.37	-1.42	1.27	0.35	1.02	0.03	Homo sapiens solute carrier family 25 (mitochondrial carrier	ILMN_5925	SLC25A23	
NM_001012752	1.06	0.09	0.9	-0.16	1.48	0.57	1.63	0.71	Homo sapiens abl-interactor 1 (ABI1), transcript variant 4, mRNA.	ILMN_5927	ABI1	
NM_001533	1.56	0.65	1.31	0.39	1.12	0.16	1.08	0.11	Homo sapiens heterogeneous nuclear ribonucleoprotein L (HNRPL), transcript variant 1, mRNA.	ILMN_5928	HNRPL	
NM_014223	0.98	-0.02	1.07	0.1	1.21	0.28	1.23	0.3	Homo sapiens nuclear transcription factor Y, gamma (NFYC), mRNA.	ILMN_5936	NFYC	
NM_014779	3.37	1.75	3.44	1.78	1.01	0.02	0.88	-0.18	Homo sapiens TSC22 domain family, member 2 (TSC22D2), mRNA.	ILMN_5940	TSC22D2	
NM_003363	0.76	-0.39	0.58	-0.78	1.01	0.01	1.09	0.13	Homo sapiens ubiquitin specific peptidase 4 (proto-oncogene) (USP4), transcript variant 1, mRNA.	ILMN_5953	USP4	
NM_020944	NaN	NaN	0.52	-0.93	1.1	0.14	1.26	0.33	Homo sapiens glucosidase, beta (bile acid) 2 (GBA2), mRNA.	ILMN_5969	GBA2	
NM_015535	0.54	-0.89	0.58	-0.78	1.09	0.12	0.82	-0.29	Homo sapiens DNA polymerase-transactivated protein 6 (DNAPTP6), mRNA.	ILMN_5970	DNAPTP6	
NM_013384	0.61	-0.72	0.7	-0.51	0.67	-0.57	0.65	-0.63	Homo sapiens LAG1 longevity assurance homolog 2 (S. cerevisiae) (LASS2), transcript variant 3, mRNA.	ILMN_5971	LASS2	
NM_017694	1.12	0.17	0.89	-0.18	1.25	0.32	0.78	-0.36	Homo sapiens FLJ20160 protein (FLJ20160), mRNA.	ILMN_5981	FLJ20160	
NM_032357	NaN	NaN	NaN	NaN	0.91	-0.14	0.28	-1.86	Homo sapiens hypothetical protein MGC12981 (MGC12981), mRNA.	ILMN_599	MGC12981	
NM_002858	0.47	-1.07	0.54	-0.9	0.96	-0.06	0.94	-0.08	Homo sapiens ATP-binding cassette, sub-family D (ALD), member 3 (ABCD3), mRNA.	ILMN_5991	ABCD3	
NM_007301	NaN	NaN	NaN	NaN	NaN	NaN	1.04	0.05	Homo sapiens breast cancer 1, early onset (BRCA1), transcript variant BRCA1-delta15-17, mRNA.	ILMN_5998	BRCA1	
NM_001033886	0.24	-2.08	0.48	-1.07	0.45	-1.16	NaN	NaN	Homo sapiens chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1) (CXCL12), transcript variant 3, mRNA.	ILMN_6004	CXCL12	
NM_003201	1.08	0.12	1.16	0.22	0.83	-0.26	0.69	-0.54	Homo sapiens transcription factor A, mitochondrial (TFAM), mRNA.	ILMN_6006	TFAM	
NM_032493	0.46	-1.13	0.62	-0.68	1.71	0.78	1.26	0.33	Homo sapiens adaptor-related protein complex 1, mu 1 subunit (AP1M1), mRNA.	ILMN_6012	AP1M1	
NM_006828	1.08	0.11	0.84	-0.26	0.91	-0.14	0.91	-0.13	Homo sapiens activating signal cointegrator 1 complex subunit 3 (ASCC3), transcript variant 1, mRNA.	ILMN_6018	ASCC3	
NM_001316	1.14	0.2	0.97	-0.05	1.47	0.56	1.79	0.84	Homo sapiens CSE1 chromosome segregation 1-like (yeast) (CSE1L), mRNA.	ILMN_6023	CSE1L	
NM_003459	NaN	NaN	NaN	NaN	2.06	1.04	1.59	0.67	Homo sapiens solute carrier family 30 (zinc transporter), member 3 (SLC30A3), mRNA.	ILMN_6028	SLC30A3	
NM_203379	0.85	-0.23	0.55	-0.87	1.14	0.19	0.98	-0.03	Homo sapiens acyl-CoA synthetase long-chain family member 5 (ACSL5), transcript variant 2, mRNA.	ILMN_6029	ACSL5	
NM_033551	1.19	0.25	1.04	0.06	1.22	0.29	1.19	0.25	Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), transcript variant 2, mRNA.	ILMN_6031	LARP1	
NM_000715	0.77	-0.37	0.94	-0.08	0.75	-0.41	0.83	-0.27	Homo sapiens complement component 4 binding protein, alpha (C4BPA), mRNA.	ILMN_6035	C4BPA	
NM_016340	1.19	0.25	1.29	0.37	0.93	-0.11	1.08	0.11	Homo sapiens Rap guanine nucleotide exchange factor (GEF) 6 (RAPGEF6), mRNA.	ILMN_6036	RAPGEF6	
NM_002150	0.34	-1.57	0.83	-0.26	0.58	-0.79	1.44	0.53	Homo sapiens 4-hydroxyphenylpyruvate dioxygenase (HPD), mRNA.	ILMN_604	HPD	
NM_000282	0.46	-1.12	0.84	-0.25	0.68	-0.55	0.68	-0.55	Homo sapiens propionyl Coenzyme A carboxylase, alpha polypeptide (PCCA), mRNA.	ILMN_6045	PCCA	
NM_017897	0.74	-0.43	0.78	-0.36	0.91	-0.14	0.67	-0.58	Homo sapiens 3-oxoacyl-ACP synthase, mitochondrial (OXSM), mRNA.	ILMN_6046	OXSM	
NM_001005	1.59	0.67	1.2	0.27	1.43	0.51	1.28	0.35	Homo sapiens ribosomal protein S3 (RPS3), mRNA.	ILMN_6047	RPS3	
NM_001687	0.7	-0.52	0.8	-0.32	1.34	0.42	1.37	0.45	Homo sapiens ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit (ATP5D), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	ILMN_6051	ATP5D	
NM_139321	1.09	0.12	0.76	-0.39	0.94	-0.09	1.11	0.15	Homo sapiens attractin (ATRN), transcript variant 1, mRNA.	ILMN_6053	ATRN	
NM_207291	0.57	-0.81	0.9	-0.15	0.91	-0.13	0.82	-0.28	Homo sapiens upstream transcription factor 2, c-fos interacting (USF2), transcript variant 2, mRNA.	ILMN_6055	USF2	
NM_004539	1.16	0.22	0.9	-0.16	1.09	0.12	1.04	0.05	Homo sapiens asparaginyl-tRNA synthetase (NARS), mRNA.	ILMN_6062	NARS	
NM_018281	0.49	-1.03	0.63	-0.67	1.37	0.45	1.29	0.37	Homo sapiens enoyl Coenzyme A hydratase domain containing 2 (ECHDC2), mRNA.	ILMN_6064	ECHDC2	
NM_031484	1.62	0.7	1.21	0.27	1.18	0.24	1.22	0.29	Homo sapiens MARVEL domain containing 1 (MARVELD1), mRNA.	ILMN_6069	MARVELD1	
NM_024595	NaN	NaN	1.15	0.2	1.35	0.43	1.25	0.33	Homo sapiens chromosome 1 open reading frame 108 (C1orf108), mRNA.	ILMN_6070	C1orf108	
NM_017996	0.96	-0.06	0.85	-0.23	1.18	0.24	0.96	-0.06	Homo sapiens de-etiolated homolog 1 (Arabidopsis) (DET1), mRNA.	ILMN_6076	DET1	
NM_181291	0.65	-0.62	0.57	-0.82	1.1	0.14	0.95	-0.07	Homo sapiens WD repeat domain 20 (WDR20), transcript variant 1, mRNA.	ILMN_6077	WDR20	
NM_012192	1.52	0.6	1.33	0.41	0.94	-0.09	0.95	-0.08	Homo sapiens fracture callus 1 homolog (rat) (FXC1), mRNA.	ILMN_6080	FXC1	
NM_033111	1.25	0.32	1.37	0.45	0.72	-0.47	0.84	-0.25	Homo sapiens CG016 (LOC88523), mRNA.	ILMN_6087	LOC88523	
NM_021639	0.86	-0.22	0.85	-0.23	0.94	-0.09	0.83	-0.26	Homo sapiens GC-rich promoter binding protein 1-like 1 (GPBP1L1), mRNA.	ILMN_6094	GPBP1L1	
NM_004425	NaN	NaN	0.95	-0.07	NaN	NaN	NaN	NaN	Homo sapiens extracellular matrix protein 1 (ECM1), transcript variant 1, mRNA.	ILMN_6103	ECM1	
NM_005819	NaN	NaN	NaN	NaN	1.6	0.68	1.75	0.81	Homo sapiens syntaxin 6 (STX6), mRNA.	ILMN_6112	STX6	
NM_015310	0.69	-0.54	0.58	-0.79	0.84	-0.25	0.75	-0.41	Homo sapiens pleckstrin and Sec7 domain containing 3 (PSD3), transcript variant 1, mRNA.	ILMN_6113	PSD3	
NM_004773	1.16	0.22	1.04	0.06	1.25	0.32	1.28	0.35	Homo sapiens zinc finger, HIT type 3 (ZNHIT3), transcript variant 2, mRNA.	ILMN_6115	ZNHIT3	
NM_016396	1.33	0.41	1.12	0.17	1.19	0.26	1.05	0.07	Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 (CTDSPL2), mRNA.	ILMN_6119	CTDSPL2	
NM_021974	1.16	0.21	1.04	0.05	1.2	0.26	1.18	0.24	Homo sapiens polymerase (RNA) II (DNA directed) polypeptide F (POLR2F), mRNA.	ILMN_6124	POLR2F	
NM_032314	0.58	-0.79	0.62	-0.68	1.26	0.33	1.13	0.17	Homo sapiens coenzyme Q5 homolog, methyltransferase (yeast) (COQ5), mRNA.	ILMN_6126	COQ5	
NM_015497	1.63	0.7	1.47	0.55	0.93	-0.1	0.9	-0.15	Homo sapiens transmembrane protein 87A (TMEM87A), mRNA.	ILMN_6127	TMEM87A	
NM_001908	2.03	1.02	1.7	0.76	1.1	0.14	0.84	-0.25	Homo sapiens cathepsin B (CTSB), transcript variant 1, mRNA.	ILMN_6129	CTSB	
NM_003173	0.43	-1.21	0.39	-1.35	0.95	-0.07	1	-0.01	Homo sapiens suppressor of variegation 3-9 homolog 1 (Drosophila) (SUV39H1), mRNA.	ILMN_6133	SUV39H1	
NM_000355	0.48	-1.07	0.9	-0.16	0.41	-1.28	0.35	-1.51	Homo sapiens transcobalamin II	ILMN_6136	TCN2	
NM_001431	0.31	-1.69	0.82	-0.29	0.76	-0.4	0.56	-0.84	Homo sapiens erythrocyte membrane protein band 4.1-like 2 (EPB41L2), mRNA.	ILMN_6138	EPB41L2	
NM_006374	0.61	-0.72	0.6	-0.73	1.3	0.38	1.38	0.46	Homo sapiens serine/threonine kinase 25 (STE20 homolog, yeast) (STK25), mRNA.	ILMN_6139	STK25	
NM_174921	0.38	-1.39	0.42	-1.24	0.73	-0.45	0.6	-0.73	Homo sapiens hypothetical protein LOC201895 (LOC201895), mRNA.	ILMN_6140	LOC201895	
NM_022170	2.88	1.53	0.64	-0.64	1.61	0.69	0.63	-0.67	Homo sapiens Williams-Beuren syndrome chromosome region 1 (WBSCR1), transcript variant 1, mRNA.	ILMN_6141	WBSCR1	
NM_020992	1.57	0.65	1.91	0.93	1.43	0.52	1.29	0.36	Homo sapiens PDZ and LIM domain 1 (elfin) (PDLIM1), mRNA.	ILMN_6142	PDLIM1	
NM_014817	NaN	NaN	NaN	NaN	1.66	0.74	1.1	0.13	Homo sapiens KIAA0644 gene product (KIAA0644), mRNA.	ILMN_6143	KIAA0644	
NM_001711	0.7	-0.51	0.63	-0.67	0.54	-0.89	0.37	-1.43	Homo sapiens biglycan (BGN), mRNA.	ILMN_6146	BGN	
NM_022110	1.29	0.37	1.32	0.4	0.71	-0.48	0.73	-0.45	Homo sapiens FK506 binding protein like (FKBPL), mRNA.	ILMN_6147	FKBPL	
NM_006944	0.41	-1.28	0.86	-0.23	0.38	-1.39	0.46	-1.12	Homo sapiens secreted phosphoprotein 2, 24kDa (SPP2), mRNA.	ILMN_6159	SPP2	
NM_152277	1.31	0.39	NaN	NaN	1.28	0.36	1.32	0.4	Homo sapiens dendritic cell-derived ubiquitin-like protein (DC-UbP), mRNA.	ILMN_6162	DC-UbP	
NM_001012756	0.76	-0.4	0.78	-0.36	1.04	0.06	0.97	-0.04	Homo sapiens zinc finger protein 260 (ZFP260), mRNA.	ILMN_6166	ZFP260	
NM_152350	0.17	-2.59	0.59	-0.76	0.31	-1.7	1.74	0.8	Homo sapiens chromosome 17 open reading frame 45 (C17orf45), mRNA.	ILMN_6167	C17orf45	
NM_003947	1.69	0.75	1.45	0.54	1.15	0.21	1.23	0.3	Homo sapiens kalirin, RhoGEF kinase (KALRN), transcript variant 2, mRNA.	ILMN_6172	KALRN	
NM_139322	1.44	0.52	0.99	-0.02	0.62	-0.7	0.58	-0.79	Homo sapiens attractin (ATRN), transcript variant 2, mRNA.	ILMN_6173	ATRN	
NM_005101	0.73	-0.46	4.2	2.07	6.45	2.69	13.84	3.79	Homo sapiens interferon, alpha-inducible protein (clone IFI-15K) (G1P2), mRNA.	ILMN_6174	G1P2	
NM_007262	0.75	-0.41	0.9	-0.15	1.02	0.03	0.99	-0.01	Homo sapiens Parkinson disease (autosomal recessive, early onset) 7 (PARK7), mRNA.	ILMN_6178	PARK7	
NM_016324	1.21	0.28	1.11	0.15	0.66	-0.6	0.9	-0.15	Homo sapiens zinc finger protein 274 (ZNF274), transcript variant ZNF274b, mRNA.	ILMN_6185	ZNF274	
NM_021737	3.16	1.66	2.81	1.49	1.36	0.44	2.34	1.23	Homo sapiens chloride channel 6 (CLCN6), transcript variant ClC-6d, mRNA.	ILMN_6195	CLCN6	
NM_145206	1.32	0.4	1.25	0.33	1.01	0.01	1.1	0.14	Homo sapiens vesicle transport through interaction with t-SNAREs homolog 1A (yeast) (VTI1A), mRNA.	ILMN_6196	VTI1A	
NM_153259	1.95	0.96	3.18	1.67	0.92	-0.13	1.03	0.05	Homo sapiens mucolipin 2 (MCOLN2), mRNA.	ILMN_6222	MCOLN2	
NM_002501	0.75	-0.41	0.75	-0.41	0.61	-0.72	0.67	-0.58	Homo sapiens nuclear factor I/X (CCAAT-binding transcription factor) (NFIX), mRNA.	ILMN_6223	NFIX	
NM_152734	0.93	-0.1	0.95	-0.08	0.8	-0.33	0.84	-0.25	Homo sapiens chromosome 6 open reading frame 89 (C6orf89), mRNA.	ILMN_6232	C6orf89	
NM_052831	0.87	-0.2	0.54	-0.9	0.38	-1.4	0.21	-2.25	Homo sapiens chromosome 6 open reading frame 192 (C6orf192), mRNA.	ILMN_6233	C6orf192	
NM_206909	0.86	-0.22	0.66	-0.6	0.96	-0.06	0.91	-0.14	Homo sapiens pleckstrin and Sec7 domain containing 3 (PSD3), transcript variant 2, mRNA.	ILMN_6240	PSD3	
