ENSG00000104825;NM_001001716
ENSG00000198026;NM_022095
ENSG00000180549;NM_004479
ENSG00000164037;NM_139173
ENSG00000119900;NM_024576
ENSG00000172775;NM_024946
ENSG00000171236;NM_052972
ENSG00000176428;NM_001077621
ENSG00000086102;NM_147133
ENSG00000133131;NM_024657
ENSG00000135686;NM_024731
ENSG00000079819;NM_001135555
ENSG00000189229;NM_033487
ENSG00000127081;NM_031486
ENSG00000164167;NM_007080
ENSG00000069974;NM_004580
ENSG00000067369;NM_001141980
ENSG00000111845;NM_017906
ENSG00000184216;NM_001025242
ENSG00000091592;NM_033004
ENSG00000216473;NM_173558
ENSG00000161921;NM_022059
ENSG00000121680;NM_057174
ENSG00000121671;NM_021117
ENSG00000031823;NM_003624
ENSG00000150527;NM_203354
ENSG00000175792;NM_003707
ENSG00000142875;NM_002731
ENSG00000133112;XM_001725747
ENSG00000145332;NM_020803
ENSG00000174720;NM_016648
ENSG00000148841;NM_033397
ENSG00000004846;NM_001163942
ENSG00000159961;NM_012373
ENSG00000147130;NM_005096
ENSG00000090920;XM_001717543
ENSG00000179142;NM_000498
ENSG00000128606;NM_001031692
ENSG00000159792;NM_006742
ENSG00000128268;NM_001098270
ENSG00000011021;NM_001286
ENSG00000172073;NM_152670
ENSG00000183214;NM_000247
ENSG00000186197;NM_080738
ENSG00000177432;NM_153757
ENSG00000196176;NM_175054
ENSG00000183625;NM_178329
ENSG00000143919;NM_024766
ENSG00000178287;NM_058206
ENSG00000178104;NM_014644
ENSG00000186594;NM_001001870
ENSG00000123374;NM_001798
ENSG00000166573;NM_001480
ENSG00000017427;NM_001111285
ENSG00000214780;XM_001719684
ENSG00000171307;NM_198045
ENSG00000168488;NM_148415
ENSG00000163518;NM_031282
ENSG00000137563;NM_003878
ENSG00000132970;NM_006646
ENSG00000122257;NM_032626
ENSG00000213792;NM_201437
ENSG00000173239;NM_001128215
ENSG00000108828;NM_006373
ENSG00000177143;NM_004066
ENSG00000183044;NM_000663
ENSG00000175054;XM_001719087
ENSG00000145545;NM_001047
ENSG00000198171;NM_023935
ENSG00000126091;NM_174965
ENSG00000125730;XM_001719463
ENSG00000104529;NM_001130053
ENSG00000112335;NM_003795
ENSG00000140044;NM_001135049
ENSG00000187808;NM_001105576
ENSG00000050748;NM_139068
ENSG00000118194;NM_001001432
ENSG00000136986;NM_001134671
ENSG00000110713;NM_139132
ENSG00000095981;NM_032115
ENSG00000053438;NM_181689
ENSG00000122359;NM_145869
ENSG00000065923;NM_032591
ENSG00000174791;NM_004292
ENSG00000168594;NM_001130704
ENSG00000146574;XM_001719961
ENSG00000176020;NM_198722
ENSG00000121454;NM_033343
ENSG00000212907;NM_033059
ENSG00000171533;NM_207577
ENSG00000177551;NM_001111061
ENSG00000183087;NM_001143946
ENSG00000163515;NM_032579
ENSG00000144452;NM_173076
ENSG00000137573;NM_015170
ENSG00000203923;NM_001009614
ENSG00000089685;NM_001168
ENSG00000197125;NM_012378
ENSG00000163630;NM_144642
ENSG00000143401;NM_001136478
ENSG00000008513;NM_173344
ENSG00000114670;NM_001146003
ENSG00000116786;NM_015164
ENSG00000081277;NM_001005337
ENSG00000101307;NM_006065
ENSG00000128266;NM_002073
ENSG00000151572;NM_178826
ENSG00000132432;NM_014302
ENSG00000196990;NM_001080515
ENSG00000118520;NM_000045
ENSG00000075618;NM_003088
ENSG00000103047;NM_024562
ENSG00000144339;NM_016192
ENSG00000112984;NM_005733
ENSG00000205746;NM_178541
ENSG00000103160;NM_031463
ENSG00000204420;NM_025260
ENSG00000189229;XM_001714086
ENSG00000103351;NM_015041
ENSG00000187244;NM_005581
ENSG00000134940;NM_020110
ENSG00000174622;NM_001006121
ENSG00000163352;NM_018655
ENSG00000132749;NM_004923
ENSG00000131771;NM_032192
ENSG00000138639;NM_031305
ENSG00000177628;NM_001005750
ENSG00000130313;NM_012088
ENSG00000146263;NM_198468
ENSG00000128284;NM_145642
ENSG00000164302;XM_373042
ENSG00000076067;NM_002898
ENSG00000183941;NM_021968
ENSG00000104818;NM_033378
ENSG00000145623;NM_001168355
ENSG00000168538;NM_021942
ENSG00000170266;NM_000404
ENSG00000130935;NM_015462
ENSG00000182175;NM_001166288
ENSG00000065534;NM_053027
ENSG00000148156;NM_006686
ENSG00000169682;NM_001142449
ENSG00000169688;NM_005947
ENSG00000103356;NM_001083614
ENSG00000124208;NM_022442
ENSG00000141028;NM_001007530
ENSG00000206537;NM_001005514
ENSG00000109171;NM_020846
ENSG00000136237;NM_012294
ENSG00000138171;XM_001131363
ENSG00000153904;NM_012137
ENSG00000064726;NM_025238
ENSG00000072571;NM_001142557
ENSG00000175048;NM_153746
ENSG00000011083;NM_014228
ENSG00000168143;NM_001010872
ENSG00000220219;XM_937204
ENSG00000198691;NM_000350
ENSG00000137055;NM_001031689
ENSG00000163449;NM_001142311
ENSG00000132781;NM_001048174
ENSG00000122970;NM_031473
ENSG00000183632;XM_001133674
ENSG00000187772;NM_001004317
ENSG00000204116;NM_001039840
ENSG00000005339;NM_004380
ENSG00000206028;XM_001723247
ENSG00000198965;NM_001004472
ENSG00000011052;NM_198175
ENSG00000181220;NM_152557
ENSG00000180861;NM_182558
ENSG00000069869;NM_198400
ENSG00000143341;NM_031935
ENSG00000110218;NM_015368
ENSG00000171136;NM_080864
ENSG00000187026;NM_181617
ENSG00000134532;NM_152989
ENSG00000070814;NM_000356
ENSG00000146205;NM_001001891
ENSG00000183305;NM_005361
ENSG00000125743;XM_061427
ENSG00000041988;NM_138350
ENSG00000221901;NM_001098821
ENSG00000101331;NM_080625
ENSG00000168447;NM_000336
ENSG00000165973;NM_201551
ENSG00000144834;NM_001008273
ENSG00000100031;NM_013430
ENSG00000102312;NM_022825
ENSG00000108946;NM_002734
ENSG00000175497;NM_020868
ENSG00000101363;NM_001003897
ENSG00000111832;NM_015952
ENSG00000163386;NM_001170755
ENSG00000206377;NM_003897
ENSG00000128915;NM_001018089
ENSG00000099769;NM_004970
ENSG00000163823;NM_001295
ENSG00000075415;NM_005888
ENSG00000137103;NM_001042590
ENSG00000113520;NM_000589
ENSG00000203910;NM_001012425
ENSG00000124333;NM_005638
ENSG00000004864;NM_014251
ENSG00000018408;NM_001168280
ENSG00000178522;NM_016519
ENSG00000115486;NM_001142269
ENSG00000177398;NM_001004416
ENSG00000137766;NM_001080534
ENSG00000146067;NM_019057
ENSG00000187735;NM_006756
ENSG00000139211;NM_001143668
ENSG00000101938;NM_001143981
ENSG00000150625;NM_201591
ENSG00000164663;NM_018561
ENSG00000187954;NM_138496
ENSG00000198546;NM_145806
ENSG00000132026;NM_031429
ENSG00000063015;NM_178860
ENSG00000185567;NM_138420
ENSG00000221978;NM_001144867
ENSG00000125084;NM_005430
ENSG00000160185;XM_001718525
ENSG00000188849;NM_001001418
ENSG00000167139;NM_153356
ENSG00000163703;NM_001031717
ENSG00000136114;NM_018676
ENSG00000113889;NM_001166451
ENSG00000068400;NM_207672
ENSG00000090097;NM_033010
ENSG00000055957;NM_002215
ENSG00000198586;NM_001136555
ENSG00000164318;NM_182798
ENSG00000078808;NM_016176
ENSG00000100354;NM_015088
ENSG00000177427;NM_139162
ENSG00000215772;NM_213656
ENSG00000189277;NM_207482
ENSG00000124164;NM_004738
ENSG00000177989;NM_001014440
ENSG00000129965;NM_000207
ENSG00000154217;NM_012417
ENSG00000117155;NM_001166294
ENSG00000171121;NM_171829
ENSG00000151148;NM_183415
ENSG00000100373;NM_006953
ENSG00000120049;NM_014591
ENSG00000206559;NM_001040432
ENSG00000119899;NM_012434
ENSG00000198408;NM_012215
ENSG00000148700;NM_001121
ENSG00000203836;XM_001715810
ENSG00000206172;NM_000558
ENSG00000203832;XM_001715810
ENSG00000110492;NM_002391
ENSG00000112038;NM_001145279
ENSG00000182973;NM_015442
ENSG00000163959;NM_152672
ENSG00000144681;NM_003149
ENSG00000166394;NM_016229
ENSG00000104936;NM_001081563
ENSG00000188993;NM_001024611
ENSG00000188162;XM_941002
ENSG00000167046;XM_001724364
ENSG00000144488;NM_194312
ENSG00000145623;NM_003999
ENSG00000135637;NM_032779
ENSG00000137345;NM_206814
ENSG00000196787;NM_003511
ENSG00000206476;NM_001167734
ENSG00000163646;NM_174878
ENSG00000206208;NM_172208
ENSG00000111344;NM_004658
ENSG00000005801;NM_007152
ENSG00000159593;NM_001018159
ENSG00000159023;NM_001166005
ENSG00000109113;NM_031934
ENSG00000172497;NM_130767
ENSG00000179300;NM_152694
ENSG00000138755;NM_002416
ENSG00000072958;NM_001130524
ENSG00000127603;NM_012090
ENSG00000129103;NM_001042469
ENSG00000153395;NM_024830
ENSG00000075340;NM_017488
ENSG00000196664;NM_016562
ENSG00000139970;NM_021136
ENSG00000066336;NM_003120
ENSG00000179407;NM_153330
ENSG00000126952;NM_032946
ENSG00000112486;NM_004367
ENSG00000198553;NM_173605
ENSG00000054282;NM_006642
ENSG00000198932;NM_001099411
ENSG00000089327;NM_001164605
ENSG00000133997;NM_005466
ENSG00000100605;NM_001142593
ENSG00000150455;NM_001039661
ENSG00000160321;NM_007153
ENSG00000102858;NM_015246
ENSG00000161574;NM_032965
ENSG00000105251;NM_020209
ENSG00000188100;NM_001137549
ENSG00000178104;NM_001002812
ENSG00000164530;NM_153370
ENSG00000177151;NM_001001827
ENSG00000152464;NM_006414
ENSG00000185041;XM_001715028
ENSG00000139734;NM_030932
ENSG00000205533;XM_001726069
ENSG00000178057;NM_199069
ENSG00000128573;NM_148899
ENSG00000205423;XM_001723372
ENSG00000136688;NM_019618
ENSG00000163875;NM_022756
ENSG00000189167;NM_001136571
ENSG00000196578;NM_054106
ENSG00000212722;XM_002347749
ENSG00000007216;NM_001145975
ENSG00000198099;NM_000670
ENSG00000205019;NM_032258
ENSG00000172538;XM_937528
ENSG00000082269;NM_001162529
ENSG00000168522;NM_001018676
ENSG00000125827;NM_021156
ENSG00000150527;NM_203356
ENSG00000112763;NM_007049
ENSG00000148680;NM_000872
ENSG00000136802;NM_001127244
ENSG00000110756;NM_181507
ENSG00000183246;NM_001128635
ENSG00000198435;NM_001004354
ENSG00000138674;NM_016211
ENSG00000107187;NM_178138
ENSG00000133063;NM_003465
ENSG00000149474;NM_177926
ENSG00000169057;NM_004992
ENSG00000135108;NM_033624
ENSG00000196912;XM_001719592
ENSG00000071082;NM_001098577
ENSG00000100330;NM_021090
ENSG00000100319;NM_001003692
ENSG00000186579;NM_152251
ENSG00000141448;NM_005257
ENSG00000183038;NM_005265
ENSG00000160191;NM_001001567
ENSG00000181023;NM_001005180
ENSG00000152042;XM_002346226
ENSG00000119912;NM_001165946
ENSG00000196268;NM_001076678
ENSG00000112640;NM_006245
ENSG00000158683;NM_138295
ENSG00000181061;NM_001099669
ENSG00000219471;NM_001143909
ENSG00000089558;NM_012285
ENSG00000140307;NM_004492
ENSG00000107738;NM_022153
ENSG00000106070;NM_005311
ENSG00000100575;NM_012460
ENSG00000141441;XM_001722963
ENSG00000136861;NM_001011649
ENSG00000168575;NM_006749
ENSG00000056291;NM_053036
ENSG00000133943;NM_024952
ENSG00000101977;NM_001171879
ENSG00000121446;NM_001137669
ENSG00000132744;NM_080658
ENSG00000146378;NM_001033080
ENSG00000068400;NM_020137
ENSG00000198929;NM_001164757
ENSG00000186354;NM_001142413
ENSG00000204574;NM_001025091
ENSG00000092531;NM_130798
ENSG00000105132;NM_001039654
ENSG00000071189;NM_015132
ENSG00000109452;NM_001101669
ENSG00000203926;NM_013453
ENSG00000197548;NM_006395
ENSG00000212753;NM_201402
ENSG00000212754;NM_201402
ENSG00000212755;NM_201402
ENSG00000212757;NM_201402
ENSG00000212758;NM_201402
ENSG00000212640;XM_928023
ENSG00000212759;NM_201402
ENSG00000164220;NM_004101
ENSG00000159588;NM_001114938
ENSG00000183077;NM_001145526
ENSG00000196586;NM_004999
ENSG00000197681;XM_934334
ENSG00000167080;NM_001159387
ENSG00000114993;NM_033046
ENSG00000168930;XM_001725141
ENSG00000160256;NM_058190
ENSG00000171017;NM_025061
ENSG00000147403;NM_006013
ENSG00000158301;NM_001004051
ENSG00000131586;XM_001724426
ENSG00000135423;NM_013267
ENSG00000196196;NM_001039792
ENSG00000108759;NM_002278
ENSG00000112727;NM_001123375
ENSG00000123411;NM_022465
ENSG00000164176;NM_005711
ENSG00000203667;NM_198076
ENSG00000071243;NM_198267
ENSG00000157168;NM_004495
ENSG00000178458;NM_021018
ENSG00000161405;NM_183232
ENSG00000184014;NM_015213
ENSG00000138434;NM_006751
ENSG00000013588;NM_003979
ENSG00000213865;NM_019607
ENSG00000104824;NM_001533
ENSG00000168256;NM_001144928
ENSG00000198637;NM_001035267
ENSG00000170624;NM_172244
ENSG00000162337;NM_002335
ENSG00000100324;NM_153497
ENSG00000174749;NM_152400
ENSG00000212638;XM_928023
ENSG00000130159;NM_016581
ENSG00000066468;NM_001144914
ENSG00000177551;NM_005599
ENSG00000220343;XM_001716898
ENSG00000205138;NM_001042631
ENSG00000176410;NM_032317
ENSG00000157152;NM_003178
ENSG00000204304;NM_002586
ENSG00000221874;NM_203307
ENSG00000176919;NM_000606
ENSG00000197403;NM_001005185
ENSG00000178457;XM_001723630
ENSG00000184280;XM_002345581
ENSG00000217473;NM_015068
ENSG00000133101;NM_001111047
ENSG00000140015;NM_172375
ENSG00000178067;XM_495854
ENSG00000039600;NM_178424
ENSG00000021461;NM_022820
ENSG00000168724;NM_194283
ENSG00000118495;NM_001080953
ENSG00000089177;NM_024704
ENSG00000183091;NM_004543
ENSG00000042286;NM_032797
ENSG00000091831;NM_000125
ENSG00000198740;NM_001145365
ENSG00000215374;XM_001720387
ENSG00000169598;NM_004402
ENSG00000141576;NM_052916
ENSG00000100462;NM_001039619
ENSG00000096148;NM_138277
ENSG00000177369;NM_001130679
ENSG00000182944;NM_001163287
ENSG00000150244;XM_001725025
ENSG00000161654;NM_152344
ENSG00000135486;NM_031157
ENSG00000100802;NM_021944
ENSG00000168899;NM_006634
ENSG00000197153;NM_003535
ENSG00000138942;NM_152267
ENSG00000072135;NM_014369
ENSG00000160972;NM_032902
ENSG00000176532;NM_175887
ENSG00000221886;NM_022090
ENSG00000140859;NM_005550
ENSG00000213417;NM_001123387
ENSG00000171150;NM_144949
ENSG00000212907;NM_033061
ENSG00000161572;NM_020426
ENSG00000105983;NM_022458
ENSG00000219234;NM_001130040
ENSG00000111652;NM_001164094
ENSG00000128918;NM_003888
ENSG00000110047;NM_006795
ENSG00000160199;NM_004571
ENSG00000141255;NM_001170695
ENSG00000186448;NM_006991
ENSG00000162694;NM_001439
ENSG00000155324;NM_001146321
ENSG00000213218;NM_020991
ENSG00000169258;NM_052899
ENSG00000137324;NM_006709
ENSG00000218000;NM_007260
ENSG00000181513;NM_001135704
ENSG00000102575;NM_001111036
ENSG00000154898;NM_014695
ENSG00000052723;NM_001102396
ENSG00000218283;NM_006792
ENSG00000167994;NM_013401
ENSG00000135974;NM_024093
ENSG00000105887;NM_145808
ENSG00000135298;NM_001704
ENSG00000187667;XM_002343372
ENSG00000163320;NM_001008390
ENSG00000166634;NM_080474
ENSG00000068990;NM_001127345
ENSG00000163354;NM_144622
ENSG00000169887;NM_001164462
ENSG00000143816;NM_003395
ENSG00000143179;NM_012474
ENSG00000133134;NM_001168400
ENSG00000043514;NM_017646
ENSG00000197971;NM_001025081
ENSG00000101336;NM_001172129
ENSG00000159346;NM_001127687
ENSG00000139372;NM_003211
ENSG00000136206;XM_002344375
ENSG00000185985;NM_001144005
ENSG00000204434;XM_001723159
ENSG00000140323;NM_033510
ENSG00000112706;NM_001563
ENSG00000167114;NM_005094
ENSG00000172375;NM_014807
ENSG00000188877;NM_001002920
ENSG00000137571;NM_001146008
ENSG00000128322;NM_020070
ENSG00000179636;NM_173846
ENSG00000106436;NM_138403
ENSG00000131037;NM_017729
ENSG00000158516;NM_001869
ENSG00000213192;NM_015645
ENSG00000111252;NM_005475
ENSG00000089225;NM_080717
ENSG00000102053;NM_001010888
ENSG00000104892;NM_177417
ENSG00000067829;NM_174869
ENSG00000082805;NM_178037
ENSG00000170876;NM_024334
ENSG00000205549;XM_001725126
ENSG00000151304;NM_152546
ENSG00000163428;NM_001099678
ENSG00000158985;NM_001038702
ENSG00000182923;NM_001042383
ENSG00000011177;NM_006774
ENSG00000180071;XM_001726105
ENSG00000089356;NM_001136007
ENSG00000169981;NM_003420
ENSG00000189180;NM_006974
ENSG00000128908;NM_017553
ENSG00000106153;XM_001718737
ENSG00000051180;NM_002875
ENSG00000158467;NM_015328
ENSG00000138448;NM_002210
ENSG00000103316;NM_001014444
ENSG00000206283;NM_014260
ENSG00000183527;NM_203433
ENSG00000153989;NM_138459
ENSG00000105583;NM_016145
ENSG00000114853;NM_145166
ENSG00000136960;NM_001040092
ENSG00000160392;NM_178830
ENSG00000163697;NM_001166054
ENSG00000123213;NM_020726
ENSG00000149716;NM_153451
ENSG00000187699;NM_001042519
ENSG00000144583;NM_020814
ENSG00000008394;NM_145791
ENSG00000138081;NM_012167
ENSG00000198800;XM_001717224
ENSG00000205560;NM_001145134
ENSG00000094804;NM_001254
ENSG00000104290;NM_017412
ENSG00000188958;NM_198152
ENSG00000177830;NM_001142675
ENSG00000092841;NM_021019
ENSG00000102181;NM_134445
ENSG00000092421;NM_020796
ENSG00000175470;NM_001003656
ENSG00000166363;NM_178168
ENSG00000172005;NM_022438
ENSG00000133115;NM_001144033
ENSG00000177707;NM_015480
ENSG00000100330;NM_153050
ENSG00000127957;NM_006956
ENSG00000187091;NM_001130964
ENSG00000125815;NM_005492
ENSG00000131495;NM_002488
ENSG00000137878;NM_001018090
ENSG00000212840;XM_001720598
ENSG00000151414;NM_133494
ENSG00000162063;NM_001761
ENSG00000204169;NM_001077685
ENSG00000115541;NM_002157
ENSG00000167165;NM_205862
ENSG00000148331;NM_017873
ENSG00000137509;NM_005040
ENSG00000204383;XM_001714790
ENSG00000155636;NM_152945
ENSG00000139737;NM_144595
ENSG00000081138;NM_033646
ENSG00000147509;NM_170587
ENSG00000212721;XM_002346236
ENSG00000185532;NM_006258
ENSG00000078814;NM_020884
ENSG00000068438;NM_177434
ENSG00000134072;NM_003656
ENSG00000112309;NM_080742
ENSG00000136297;NM_001100600
ENSG00000101265;NM_170774
ENSG00000083812;NM_014347
ENSG00000089693;NM_005439
ENSG00000178752;XM_001714385
ENSG00000119917;NM_001549
ENSG00000101883;NM_139282
ENSG00000072041;NM_182767
ENSG00000127507;NM_152921
ENSG00000204420;NM_138273
ENSG00000102125;NM_181313
ENSG00000189409;NM_006983
ENSG00000157214;NM_152999
ENSG00000103852;NM_001040656
ENSG00000137700;NM_001164279
ENSG00000179111;NM_001165967
ENSG00000145945;NM_012135
ENSG00000077232;NM_018981
ENSG00000183941;NM_003548
ENSG00000137154;NM_001010
ENSG00000125816;NM_033176
ENSG00000162065;NM_020705
ENSG00000138777;NM_006903
ENSG00000163530;NM_138815
ENSG00000205334;XM_001723749
ENSG00000197870;NM_006249
ENSG00000184005;NM_152996
ENSG00000196782;NM_018717
ENSG00000114956;NM_080916
ENSG00000189309;NM_001040282
ENSG00000185686;NM_206955
ENSG00000048052;NM_058177
ENSG00000142192;NM_000484
ENSG00000090006;NM_003573
ENSG00000143776;NM_014826
ENSG00000154736;NM_007038
ENSG00000107984;NM_012242
ENSG00000169714;NM_001127195
ENSG00000134539;NM_001114396
ENSG00000105700;NM_001171948
ENSG00000080822;NM_001040182
ENSG00000113356;NM_006467
ENSG00000004660;NM_032294
ENSG00000148541;NM_001143773
ENSG00000189164;NM_032453
ENSG00000145247;NM_001014446
ENSG00000121236;NM_058166
ENSG00000130731;NM_001040160
ENSG00000106853;NM_001146109
ENSG00000167378;NM_001007561
ENSG00000070371;NM_007098
ENSG00000215559;XM_002347280
ENSG00000047648;NM_006125
ENSG00000179933;NM_017924
ENSG00000168743;NM_001033047
ENSG00000089682;NM_018301
ENSG00000127589;NM_020040
ENSG00000104976;NM_003083
ENSG00000182378;NM_018390
ENSG00000166278;NM_001145903
ENSG00000122952;NM_007057
ENSG00000183632;NM_016212
ENSG00000175193;NM_001037639
ENSG00000143365;NM_005060
ENSG00000124610;NM_005325
ENSG00000198756;NM_015101
ENSG00000137996;NM_001130841
ENSG00000113448;NM_001104631
ENSG00000133789;NM_015055
ENSG00000184814;NM_001134659
ENSG00000166311;NM_001007593
ENSG00000162148;NM_001170753
ENSG00000134744;NM_001009881
ENSG00000006534;NM_001030010
ENSG00000212907;NM_031960
ENSG00000169887;XM_001713845
ENSG00000183059;NM_001002857
ENSG00000157045;NM_173474
ENSG00000167965;NM_022372
ENSG00000102230;NM_001163264
ENSG00000179085;NM_018973
ENSG00000157778;NM_001134340
ENSG00000010295;NM_080731
ENSG00000151967;NM_014575
ENSG00000160633;NM_002967
ENSG00000023445;NM_001165
ENSG00000119865;NM_015463
ENSG00000177888;NM_194314
ENSG00000122787;NM_005989
ENSG00000214940;NM_178541
ENSG00000156486;NM_020697
ENSG00000165970;NM_004211
ENSG00000152404;NM_152434
ENSG00000137501;NM_206929
ENSG00000198346;NM_001004301
ENSG00000206211;NM_014260
ENSG00000136153;NM_015842
ENSG00000123739;NM_030821
ENSG00000102962;NM_002990
