Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
0.76	0.91	0.83
0.68	1.07	0.57
1.16	1.08	0.99
0.68	0.95	0.65
0.63	0.84	1.14
0.74	0.95	1.08
1.79	1.09	1.45
0.85	0.99	0.69
1.03	0.86	1.23
0.68	0.96	0.58
0.57	1.41	0.65
0.86	1.04	0.75
2.21	1.69	1.71
0.95	0.89	1.19
0.44	0.78	0.52
0.73	0.81	0.51
1.42	0.96	0.96
0.93	1.08	0.91
1.17	1.26	0.84
1.12	1.01	0.92
0.99	1.04	0.89
0.72	1	0.95
0.92	1.15	0.99
0.63	0.87	0.52
1.56	1.54	1.61
0.78	0.97	0.86
0.67	0.88	0.49
1.02	0.85	1
0.7	0.97	0.78
1.13	0.95	0.83
0.58	0.99	0.83
1.1	1.15	0.87
0.95	0.86	0.51
0.78	1.12	0.73
0.65	0.93	0.85
0.64	0.79	0.46
0.93	0.86	0.69
0.71	1.16	0.64
0.8	0.89	0.58
1.13	0.88	0.94
0.88	1.01	1.09
0.64	0.81	0.66
0.83	1.03	0.84
0.98	1.06	1.15
1	0.83	0.59
0.74	0.82	1.4
0.54	0.9	0.63
0.85	0.85	0.95
1.22	0.96	0.9
0.65	0.87	0.66
0.87	0.98	0.78
0.56	0.82	0.51
0.87	1.09	1.01
1.09	1.36	0.99
0.77	0.78	0.71
0.95	0.99	1.24
0.73	0.88	0.95
0.67	1.22	0.69
0.74	0.93	0.75
0.6	1.19	0.88
1.18	1.07	1.23
0.74	0.91	0.75
0.68	1.02	0.75
0.77	0.86	0.67
0.81	0.76	0.6
1.01	0.95	0.86
1.03	0.98	0.73
0.47	0.97	0.58
1.09	1.03	1.04
1.4	1.03	1.32
0.74	1.04	0.74
0.6	1.05	0.44
0.72	0.82	0.61
0.8	0.79	0.71
1.06	1.08	0.64
1.32	1.02	1.15
0.71	1.27	0.75
1.15	1.04	0.74
0.72	1.06	0.73
0.71	0.86	0.78
1.38	1.08	0.82
1	1.19	0.88
0.64	0.94	0.92
0.66	0.72	0.44
2.01	1.43	1.44
1.13	1.29	1.12
0.34	0.98	0.55
0.67	0.76	0.64
0.7	0.79	0.75
0.41	0.87	0.37
0.75	0.89	0.66
0.74	0.85	0.55
0.88	0.97	0.79
1.16	0.94	0.95
0.77	0.85	0.98
0.82	0.92	1.01
0.75	0.95	0.6
0.92	0.95	0.83
0.74	1.19	0.57
0.9	0.92	0.98
0.78	0.77	0.7
0.88	0.94	0.52
0.64	1.07	0.43
0.51	0.99	0.83
0.77	1.17	0.86
1.14	1.17	1.53
0.57	0.97	0.65
1.15	0.96	1.31
0.67	0.93	0.94
0.59	0.88	0.59
1.2	1.2	0.97
1.12	1.19	0.97
1.32	1.06	1.02
0.5	1.21	0.49
0.62	1.01	0.6
0.87	1.04	0.98
1.3	0.91	1.28
0.45	0.77	0.35
0.84	0.98	1.06
0.88	1.03	0.71
0.73	0.8	0.75
0.86	1.05	0.63
1.29	1.36	1.02
1.1	1.01	0.74
0.82	0.87	0.9
0.82	0.85	0.91
1.48	1.07	1.85
0.84	0.92	1.28
0.7	0.96	0.44
0.98	1.05	0.84
0.73	1	0.56
0.99	1.1	0.61
0.74	1.1	0.78
0.7	1.04	1.14
0.58	1.12	0.56
0.5	0.78	0.41
0.8	0.79	0.7
0.69	0.75	0.62
0.75	0.85	0.72
1.35	1.13	1.4
0.82	1.14	1
0.76	1.03	0.79
0.83	0.89	1.3
0.5	1.21	0.7
1.16	1.04	1.72
0.93	1.05	0.75
1.03	0.88	1.12
0.84	0.9	0.63
0.88	1.08	1.19
0.25	1.27	0.4
0.47	0.94	0.58
0.89	1.04	1.19
1	0.94	0.94
1.1	1.09	0.64
0.49	1.17	0.32
1.11	1.28	0.82
1.24	1.06	0.89
1.02	1.02	0.97
0.55	0.86	0.59
0.67	0.98	0.86
0.81	1.11	0.73
0.48	0.78	0.42
0.76	1.14	0.55
1.02	1.05	1.1
0.74	0.85	0.6
0.75	1.04	0.81
0.92	1.2	0.93
1.09	1.27	0.86
1.19	0.95	1.32
0.82	0.91	0.77
0.56	0.87	0.49
0.63	1.02	0.41
1.04	1.08	1.02
1	0.82	0.51
0.49	0.89	0.6
0.96	1.05	0.83
0.82	0.8	0.63
0.96	1.02	0.93
0.83	0.83	0.6
0.76	0.87	0.98
0.75	1.01	0.56
0.61	0.94	0.54
0.88	0.87	0.67
1.04	0.81	0.8
0.56	0.88	0.53
0.84	1.05	0.96
0.8	1.21	0.55
1.15	0.84	1.38
0.73	1.01	0.62
0.76	1.17	0.77
0.82	1	0.67
0.29	0.72	0.67
0.63	0.98	0.54
0.85	1.09	0.79
0.44	0.76	0.34
0.76	1.12	1.07
0.65	0.9	0.37
0.73	1.1	0.79
0.85	1.09	0.76
0.47	0.89	0.5
0.9	1.07	0.85
0.64	0.99	0.47
0.89	0.94	0.76
0.92	1.08	0.84
1.18	1.2	1.09
0.61	0.97	0.73
0.67	1	0.71
0.42	0.88	0.5
0.5	1.14	0.67
0.6	0.94	0.89
1.34	1.08	1.08
0.69	0.99	0.87
0.71	1.09	0.77
0.36	0.84	0.42
0.55	0.95	0.44
0.82	0.82	0.7
0.87	0.83	0.55
0.62	1.24	0.54
0.62	0.96	0.47
0.73	0.98	0.56
0.73	0.99	0.56
0.71	1.07	0.63
0.51	0.95	0.41
1.02	0.96	0.62
0.85	1.12	0.92
0.81	0.94	0.6
1.04	0.84	0.73
0.82	1.15	1.02
0.54	1.07	0.7
0.86	0.91	0.8
1.24	1.22	0.93
0.88	0.86	0.82
0.73	1.25	0.72
0.84	1.04	0.69
0.99	1	1.29
0.47	0.77	0.3
0.88	0.97	0.89
0.55	0.95	0.72
1.51	1.1	0.96
0.93	1.01	0.58
0.72	0.89	0.92
0.71	1.14	0.56
0.89	1.19	0.63
0.69	0.95	0.69
0.53	1.03	0.57
0.71	1.11	0.49
0.8	0.83	0.82
0.74	1.05	0.71
1.55	1.04	0.91
0.77	0.96	0.7
0.7	0.75	0.38
0.79	0.69	0.99
0.52	0.75	0.55
0.58	1.02	0.66
0.63	2.35	0.78
0.76	0.85	0.63
0.92	0.95	0.63
0.64	0.8	0.63
0.55	1.01	0.63
0.44	0.94	0.55
0.86	1.13	0.5
0.7	0.93	0.82
0.7	0.99	0.57
1.15	1.18	0.96
0.88	1.09	0.64
1.12	1.72	0.97
1.2	0.88	1.07
0.88	0.9	0.45
0.81	1.15	1.37
1.04	0.83	1.15
0.9	1.05	0.8
0.97	1.02	1.15
0.92	1.04	0.67
1.19	0.93	0.83
0.51	1.06	0.52
0.78	0.99	0.62
0.71	0.93	0.51
0.81	0.81	0.69
1.2	1.09	0.71
1.1	0.92	0.92
0.86	0.87	0.65
1.07	0.98	1.35
0.57	0.96	0.55
0.65	0.93	0.42
0.52	0.84	0.46
0.7	0.78	0.63
1.38	1.28	1.91
0.73	0.98	0.76
0.71	0.84	0.91
0.89	1.16	0.64
0.65	1.34	0.75
0.58	0.86	0.91
0.89	0.95	0.83
0.54	0.89	0.54
0.75	0.96	0.96
0.87	1.33	0.95
1.07	0.98	1.14
0.84	0.82	0.8
0.65	0.93	0.52
0.66	0.89	0.5
1.08	1.04	1.28
0.72	0.77	0.61
0.5	0.86	0.54
0.96	1.02	1.89
0.81	1.22	1.15
0.62	0.99	0.61
1.04	1.18	1.15
0.87	1.18	0.7
0.86	1.08	0.76
0.9	1.11	1.04
0.62	0.91	0.45
0.79	0.99	0.89
1.04	1.01	0.96
1.13	1.43	1.3
1.48	0.87	1.44
0.79	1.22	0.84
0.5	0.99	0.57
0.78	1.21	0.79
0.65	1.1	0.7
0.79	0.86	1
0.44	0.82	0.4
2.1	1.39	1.99
1.34	1.02	1
0.93	1.17	0.91
0.73	0.95	0.77
0.59	1.01	0.67
0.67	1.19	0.63
0.9	1.21	1.1
0.94	0.91	0.97
0.91	0.91	0.67
0.68	1.07	0.7
0.72	0.99	0.48
1.06	1.19	1.05
1	1.07	0.68
0.73	0.93	0.7
0.6	1.03	0.78
0.7	1.03	0.75
0.64	1.03	0.79
0.58	0.95	0.55
1.43	0.97	1.28
0.75	1.11	0.57
0.47	0.68	0.33
0.75	1.01	0.49
1.11	1	1.15
0.54	0.98	0.58
0.75	0.91	0.71
1.14	1.11	0.54
0.95	1.12	1.07
0.55	1.08	0.4
0.78	1.05	0.74
0.86	1.01	1.26
0.81	0.9	0.53
0.78	1.15	0.56
0.55	0.88	0.73
0.7	1.03	0.63
0.6	0.85	0.57
0.88	1.06	0.73
2.01	1.43	2.11
0.99	1.34	0.96
0.95	0.95	0.8
0.84	1	0.72
0.58	0.91	0.63
1.03	1.12	0.89
1.01	1.07	0.66
0.78	1.09	0.72
0.82	1.07	0.81
0.82	0.83	0.71
0.94	0.99	1.35
0.64	0.88	0.59
0.72	0.89	0.55
1.12	0.99	0.97
0.8	0.98	0.74
0.8	0.79	0.63
0.74	0.94	0.52
0.73	0.79	0.39
1.17	0.98	0.91
1.84	1.21	1.26
2.35	1.68	2.33
0.71	1.1	1.18
1.24	1.33	0.82
1.12	1.33	0.82
1.66	0.92	1.01
1.25	1.19	1.54
0.65	0.88	1.37
0.7	0.81	0.68
0.81	0.93	0.99
0.76	0.87	0.54
0.72	1.24	0.67
0.48	0.82	0.46
0.85	1.04	0.79
1.35	1.11	1.07
1.48	1.13	1.35
0.74	0.98	0.5
0.64	0.86	0.53
0.6	0.96	0.72
1	0.83	1.26
1.03	1.12	1.04
0.56	1.08	0.72
0.56	1.01	0.48
1.14	1.1	0.87
0.93	0.95	0.75
0.85	0.99	0.68
0.52	0.78	0.73
0.81	1.07	0.66
0.66	0.95	0.74
0.92	0.87	0.58
0.58	1.1	0.54
0.57	1.02	0.69
0.79	0.98	0.68
0.86	1.12	0.94
0.56	0.84	0.57
1.08	0.96	1.12
0.94	1.07	0.83
0.69	0.88	0.68
0.62	1.08	1.09
0.54	0.77	0.49
0.69	0.64	0.53
0.87	0.73	0.6
0.31	0.99	0.45
0.83	0.83	0.88
0.93	1.12	0.88
1.23	1.04	1.18
0.71	1	0.64
0.84	0.88	0.82
0.82	1.13	0.48
1.05	1.01	1.03
0.72	1.08	0.83
0.91	0.97	0.81
0.63	1.11	0.62
0.76	1.37	1.12
0.61	1.06	1.06
0.53	0.91	0.69
0.85	0.88	0.68
0.57	0.83	0.6
0.67	0.94	0.72
0.53	0.87	0.73
0.86	0.95	0.95
0.59	0.85	0.35
1.14	0.91	0.9
0.75	0.9	0.71
0.68	1	0.48
0.94	1.32	0.65
0.86	0.81	0.51
1.73	1.19	1.51
0.89	1.08	0.59
0.65	1.08	0.49
0.66	1	0.51
0.77	0.95	0.66
0.48	0.94	0.7
0.92	1.06	1.4
0.89	0.84	0.87
0.32	0.85	0.33
0.68	0.95	0.81
0.97	0.84	0.79
0.69	0.99	0.6
1.34	0.93	1.72
1.16	0.94	1.05
0.82	1.19	0.65
0.46	0.88	0.56
0.73	1	0.66
1.42	1.11	1.22
1.24	1.11	1.03
0.55	0.85	0.45
1.19	1.01	0.96
0.76	0.7	0.54
0.46	1.18	0.59
0.88	1.02	0.96
0.87	0.98	0.94
1.11	0.92	1.11
0.75	0.99	1.05
0.97	1.06	0.63
0.68	1.17	0.55
1.1	1.04	2.35
0.79	1.09	0.91
1.01	1.04	0.7
0.55	0.7	0.36
0.54	0.86	0.36
0.65	0.92	0.53
0.67	1.05	0.62
0.59	0.91	0.65
0.8	0.91	0.5
0.8	1.13	0.71
0.58	0.86	0.63
0.82	1.02	1.05
0.79	0.81	0.73
0.86	0.9	0.92
0.97	0.93	0.92
0.75	1.07	0.52
0.85	1.09	0.75
1.06	1.11	0.74
0.8	1.11	0.37
1.01	1.11	0.94
0.86	1.08	0.65
0.57	0.89	0.47
0.61	1.2	0.77
0.68	1.06	0.78
1.07	1.31	1.04
0.85	1.1	0.54
0.54	0.97	0.34
0.84	1.04	1.03
0.95	1	1.35
0.64	0.78	0.64
0.69	1.08	0.73
1.12	1.18	1.74
0.71	0.98	0.66
0.76	1.01	0.57
0.61	0.93	0.6
0.87	0.95	0.57
0.61	0.73	0.48
0.84	1.02	1.01
0.83	1.04	0.82
0.89	1.14	0.83
1.25	0.91	0.88
1.79	1.27	1.12
0.82	0.95	0.73
0.71	1.09	0.71
0.94	1.15	0.62
0.6	0.77	0.49
0.69	1.04	0.69
0.62	1.1	0.53
0.6	0.94	0.65
0.68	1.01	0.54
0.62	0.9	0.48
1.43	1.31	0.86
1.59	1.01	1.54
1.34	1.15	1.28
0.71	0.94	0.69
0.76	0.91	0.97
0.88	0.94	0.75
0.6	0.92	0.68
0.67	0.92	0.84
1.02	1.14	0.82
0.91	1.3	0.78
0.74	0.92	0.71
0.69	1.11	0.78
1.16	1.38	1.11
1.44	1.22	1.7
0.57	1	0.73
1.07	0.91	0.98
0.83	0.99	0.74
0.62	1.1	1.18
1.22	1.42	1.14
0.67	1.07	0.62
0.57	0.96	0.51
0.68	0.82	0.64
0.46	0.87	0.43
0.78	1.01	0.69
0.75	1.01	0.76
0.72	1.15	0.82
1.07	1.13	0.98
0.86	0.93	0.83
1.03	0.91	1.12
0.8	1.04	0.92
0.68	0.98	0.7
0.75	0.93	0.54
0.51	0.84	0.83
0.83	0.89	0.71
0.95	1.24	0.86
0.63	0.96	0.68
0.7	1.13	0.73
0.46	0.66	0.48
0.63	1.23	0.8
1.1	1.03	1.21
0.63	0.96	0.71
1.25	1.09	0.95
0.61	0.97	0.6
0.67	1	0.64
0.55	0.86	0.39
1.06	0.79	1.31
1	0.94	1.27
0.78	1	0.47
0.74	0.94	0.66
1.4	1.23	1.76
0.68	1.03	0.62
0.66	1.03	0.32
0.65	0.93	0.75
0.84	1.07	1.05
0.61	1.05	0.45
1.41	1.02	1.28
0.72	0.95	0.66
0.8	0.99	0.79
0.83	1	1.07
0.94	1.15	1.11
0.75	0.92	0.79
0.56	1.09	0.63
0.99	0.76	0.84
1.09	0.94	0.9
0.73	0.87	0.59
0.86	0.98	0.55
0.75	1.16	0.73
0.74	0.68	0.52
1.01	1.14	0.73
0.7	1.06	0.5
0.71	1	0.5
0.35	1.08	0.4
0.55	0.93	0.56
0.49	0.96	0.56
1.13	1.13	0.8
0.6	1.05	0.57
1.13	1.02	0.98
0.89	1.31	0.75
0.79	0.99	0.69
1.21	1	1.25
0.47	0.96	0.64
0.53	0.77	0.49
0.9	0.92	0.82
1.09	0.9	1.12
0.73	1.03	0.88
0.59	1.07	0.58
0.79	0.86	0.82
0.6	0.84	0.4
0.78	0.97	0.89
0.61	1.19	0.82
0.7	1.05	0.71
0.63	1.02	0.52
0.61	1.19	0.61
0.56	0.76	0.47
0.76	0.92	0.55
0.85	1	0.72
0.75	0.88	0.62
0.9	0.82	0.67
0.74	0.93	1
0.83	0.98	0.68
0.57	1.06	0.65
0.64	1.1	0.78
1.01	1.06	0.53
1.74	1.29	1.63
0.69	1.15	0.73
0.9	1.24	1.14
0.55	0.79	0.65
0.5	1.03	0.58
0.57	1.16	0.44
0.95	1.04	1.13
1.15	1.17	1.09
0.87	1.02	0.89
0.76	1.14	0.81
0.97	1.1	1.15
0.95	1.2	1.66
0.9	0.78	1.06
0.52	1.05	0.57
0.61	1.13	0.38
0.86	1.07	1.18
0.9	1.11	0.75
0.45	1.08	0.45
0.87	0.83	0.73
1.16	1.05	1.21
0.96	0.99	0.9
0.91	0.98	1.43
0.99	1.02	0.87
2.88	0.96	1.15
0.47	0.99	0.26
2.57	2.2	2.23
0.66	1.05	0.82
0.41	1.17	0.39
0.93	0.88	1.24
0.93	1.1	0.75
0.63	0.95	1
1.18	1.2	2.16
0.49	0.76	0.82
0.75	0.85	0.6
1.87	1.14	2.12
1.05	0.91	0.9
1.09	1.29	0.71
0.87	0.97	0.85
0.69	1.21	0.85
0.41	0.82	0.51
1.62	1.81	0.91
1.26	1.09	1.55
0.49	0.87	0.49
1.13	0.91	0.91
0.74	0.9	0.67
0.7	0.84	0.47
0.75	0.97	0.97
0.61	1.02	0.61
1.22	1.1	1.74
0.51	0.84	0.66
1.04	1.08	1.07
0.78	0.95	0.56
1.17	1.71	0.66
0.94	1.17	0.92
0.78	0.93	0.71
0.73	0.99	0.93
0.68	0.85	0.64
0.84	1.01	0.49
1.12	1.01	0.95
1.2	0.95	0.89
0.71	0.92	0.62
0.74	1.35	1.2
1.07	1.17	0.76
1.57	1.42	0.89
0.86	0.94	0.9
0.6	0.79	0.58
0.63	0.89	0.58
0.73	0.83	0.66
0.97	0.97	1.39
0.56	0.73	0.4
1.06	0.96	0.89
0.53	1.09	0.47
0.68	0.91	0.72
0.88	0.97	0.74
1.08	1.32	1.07
0.83	0.98	0.68
0.72	0.93	0.8
0.71	0.91	0.66
0.57	0.9	0.81
0.8	1.05	0.68
1.88	1.23	1.95
1.21	1.23	1.35
0.49	0.7	0.55
0.6	0.77	0.64
1.04	1.07	0.76
1.29	1.09	1.03
0.53	1.26	0.52
1.19	1.1	1.13
0.79	1.02	0.77
0.58	0.8	0.6
1.04	0.96	1.1
1.29	1.41	0.84
0.97	1.35	0.67
0.77	0.75	0.74
0.86	0.9	0.61
0.8	0.83	0.66
0.91	0.97	0.82
0.54	0.87	0.8
1.01	1.04	0.96
0.64	0.89	0.7
0.65	0.94	0.42
0.77	1.06	0.82
1.01	1.15	0.87
0.73	0.91	0.78
0.95	0.93	1.47
1.51	1.33	1.02
0.46	0.84	0.45
0.77	0.84	0.8
0.8	1.46	0.94
0.92	0.93	0.99
0.65	0.97	0.64
1.85	1.23	2.12
1.17	0.98	1.3
1.18	1.17	1.14
1.69	1.18	1.33
0.8	1.08	0.54
0.94	1.08	0.95
0.96	0.89	0.92
0.96	1.09	0.58
1.13	0.89	1.18
0.63	0.91	0.71
1	0.79	0.82
1.02	1.17	0.63
0.7	0.95	0.74
0.83	1.15	0.51
1.18	0.98	0.95
0.65	0.98	0.62
0.85	1.05	0.61
0.8	0.9	0.79
0.63	1.09	0.74
0.57	0.89	0.48
0.63	0.97	0.63
0.64	1.01	0.5
1.31	1.31	1.58
0.97	1.23	1.31
0.55	0.84	0.73
0.63	0.85	0.49
0.96	0.93	0.8
0.57	0.97	0.55
0.69	1	0.73
0.99	0.95	0.62
0.66	0.74	0.67
0.71	1.23	0.87
0.82	1.01	0.61
0.83	0.85	0.79
1.19	0.97	0.84
0.97	0.84	0.63
1.23	1.08	0.97
0.8	0.71	0.96
0.63	1.14	0.8
1.03	0.79	1.01
0.68	0.86	0.59
0.91	1.04	0.89
0.84	0.93	0.78
0.69	0.98	0.99
0.53	0.89	0.53
0.61	0.82	0.54
0.56	0.91	0.61
1	0.9	0.99
0.61	0.96	0.61
0.82	0.91	1.03
0.63	1.13	0.5
1.34	1.15	0.96
0.57	0.89	0.69
0.68	0.95	0.63
0.58	0.96	0.47
0.71	0.68	0.71
1.16	0.9	0.93
0.59	0.88	0.52
1.77	1.62	2.08
1.24	1.23	1.36
0.67	0.92	1.42
0.98	0.99	1.13
0.73	0.87	1.23
0.74	0.93	0.88
0.51	0.94	0.65
1.11	1.05	1.1
0.58	1.13	0.68
1.12	1.07	0.98
1.26	1.14	0.8
1.12	1.03	0.59
0.87	1.31	0.78
0.59	0.87	0.45
0.73	0.96	0.8
0.75	0.84	0.49
0.79	1.12	0.84
0.89	0.95	0.75
0.9	1.04	0.61
0.93	0.83	0.87
0.89	0.98	0.86
0.58	0.99	0.47
0.76	0.93	0.6
0.91	1.04	0.5
0.82	0.93	0.49
0.41	0.61	0.37
1.14	0.92	1.15
1.02	0.97	0.92
0.69	1.25	1.05
0.56	0.69	0.44
0.9	0.81	0.95
0.75	0.95	0.79
0.63	0.93	0.52
0.57	0.88	0.57
1.04	0.94	0.69
1.43	1.19	0.96
0.64	1.02	0.44
0.78	1.05	0.55
0.65	0.74	0.35
0.48	0.81	0.76
0.5	0.97	0.52
0.6	1.01	0.66
0.76	1.13	0.79
1.2	0.99	1
1.06	1.18	0.98
0.76	1.36	1.18
0.82	1.01	0.54
0.79	0.92	0.88
0.75	1.05	0.58
0.85	1.15	0.8
0.77	1.14	1.03
0.88	0.89	0.75
0.5	0.8	0.57
0.6	0.91	0.45
0.53	1.02	0.6
0.65	0.67	0.39
0.71	0.97	0.99
0.59	0.9	0.61
0.79	1.08	0.87
0.78	0.76	1
0.73	0.91	0.92
0.8	1.02	0.81
0.72	1.05	0.63
0.95	1.09	0.81
1	1.25	0.86
0.63	1.15	0.87
0.92	0.97	0.74
0.77	1.2	0.71
0.97	1.09	1.17
0.8	0.89	0.84
1.25	1.17	0.74
0.82	1.12	0.83
1.2	0.85	1.65
1.54	0.95	0.97
0.66	0.95	0.64
1.04	0.88	1.08
0.62	0.96	0.8
1.17	1.21	0.71
0.6	0.91	0.55
0.46	0.81	0.51
1.22	0.96	0.99
0.84	0.88	0.65
0.91	0.89	0.56
0.76	1.05	0.63
0.78	1.04	1.31
1.18	1.23	0.94
0.96	0.8	1.37
0.65	0.95	0.67
0.7	0.92	0.64
0.99	1.01	0.76
0.93	0.89	0.89
0.95	1.18	0.74
0.73	1.02	0.79
0.89	1.02	0.62
0.56	0.78	0.27
1.16	1.19	1.16
1.16	1.2	0.83
0.73	1.07	0.85
0.72	1.05	0.33
0.66	0.98	0.87
0.75	0.96	0.79
1	0.96	0.86
1.12	1.17	1.1
0.63	0.89	0.83
1.03	1.33	0.94
1.03	0.96	0.76
1.15	1.44	0.95
0.73	0.85	0.81
0.71	0.94	0.86
0.77	0.92	0.66
0.68	0.84	0.58
0.66	1.11	1.14
0.88	1.03	0.81
0.91	1.29	0.91
1.16	1	1.02
1.13	0.77	0.7
0.9	0.94	0.84
1.23	1.1	1.27
0.6	0.77	0.72
0.59	1.07	0.49
0.71	1.06	1.15
0.73	1.11	0.98
0.55	0.77	0.47
0.91	1.13	0.76
0.7	1.01	0.68
0.66	0.92	0.64
0.9	1.12	0.86
0.8	1.11	1.13
0.43	0.9	0.44
0.48	1.02	0.68
0.92	1.19	0.53
0.47	0.75	0.47
0.6	1.05	0.47
0.94	1.05	1
0.76	0.8	0.68
1.17	0.92	1.56
0.85	1	0.64
1.03	0.91	0.87
0.5	0.87	0.54
0.91	0.87	1.47
0.75	1.18	0.77
0.7	0.98	0.66
1.29	0.84	0.7
0.59	0.95	1.16
0.84	1.12	0.77
0.62	0.95	0.78
0.98	1.1	0.92
0.53	1.19	0.49
0.86	1.15	1.21
0.67	0.85	0.72
1.19	1.29	1.1
0.74	0.98	0.87
0.71	0.96	0.65
0.59	0.9	0.43
0.43	0.86	0.46
1.22	1.09	0.94
0.98	1.12	0.59
0.72	0.94	0.63
0.85	0.95	0.65
0.54	0.94	0.32
0.78	1.07	0.6
0.8	0.92	0.64
0.98	1.25	0.8
0.76	1.07	0.46
1.68	1.09	1.25
0.99	0.76	0.74
0.75	0.9	0.46
0.74	1.1	0.57
1.16	0.99	1.26
1.38	1.18	1.65
0.65	1.11	0.42
0.91	0.96	0.93
1.19	1.07	0.79
0.9	1.01	0.79
0.88	0.92	1.96
1.16	0.94	0.68
0.95	1.17	0.72
0.42	1	0.48
0.45	0.98	0.65
0.71	1.08	0.57
0.66	1	0.68
0.9	1.21	0.9
1.12	1.18	1.76
1.42	1.12	0.98
1.1	1.12	0.59
0.61	0.77	0.85
1.33	1.2	1.26
0.94	0.88	0.99
0.59	1.02	0.83
0.63	0.87	1
1.11	1.27	0.96
1.57	1.12	0.81
0.52	0.78	0.63
0.77	1.18	0.83
0.91	1.07	0.85
0.47	1.05	0.39
0.97	0.96	0.93
0.92	1.02	0.91
1.47	1.54	1.11
0.82	1.15	0.83
1.02	0.96	1.23
0.88	1.08	0.64
1.09	1.02	1.17
1.15	1.19	0.65
1.28	0.93	0.88
0.57	0.97	0.54
1.1	0.93	0.95
0.82	1.09	0.75
0.92	0.92	1.36
0.79	0.95	0.76
0.82	0.91	0.45
0.88	0.89	0.49
0.74	1.14	0.5
0.82	0.76	0.68
1.14	1.14	0.84
0.57	0.85	0.56
0.66	1.02	0.73
0.66	0.97	0.73
0.65	0.93	0.55
0.72	1.01	0.6
0.49	0.96	0.84
0.71	0.96	0.66
0.58	1.01	0.75
0.98	0.96	1.06
0.57	1.14	0.86
0.61	1.02	0.68
0.47	0.96	0.49
0.69	0.91	0.64
0.68	0.88	0.64
0.81	1.03	0.5
1.28	1	1.08
1.05	1.08	0.81
0.82	1.05	0.58
0.66	0.93	0.33
0.5	0.76	0.69
0.61	0.97	0.84
0.98	1.23	0.44
0.65	0.94	0.85
0.68	1.11	0.98
1.24	1.03	1.05
0.94	1.1	0.69
0.77	0.88	0.65
0.76	0.76	0.62
0.93	1.19	0.65
0.68	0.91	0.41
0.8	0.9	0.66
0.41	0.94	0.35
1.1	1.01	0.76
0.64	1	0.48
0.98	0.95	0.81
0.85	1	0.69
0.57	1.29	0.58
0.69	0.99	0.63
0.66	1.23	0.79
0.54	0.85	0.59
1.35	1.26	1.17
0.5	0.96	0.68
0.63	0.87	0.77
0.85	0.85	0.5
0.65	0.75	0.59
0.95	1.05	1.09
0.65	0.98	0.53
0.62	0.86	0.74
0.8	0.95	0.52
0.53	0.73	0.69
0.91	1.11	0.75
0.65	0.92	0.59
1.02	0.94	0.75
1.42	1.25	0.92
0.75	0.92	0.35
0.63	0.97	0.71
0.66	0.86	0.51
0.65	1.27	1.01
0.82	0.94	0.83
0.57	0.88	0.6
0.62	0.77	0.38
0.66	0.91	0.56
1.07	0.98	0.7
1.15	0.95	1.02
0.88	1.04	0.85
0.58	1.08	0.57
0.72	1.16	1.01
0.74	0.98	0.51
0.62	1.01	0.44
0.69	0.92	0.8
0.84	1.06	1.03
0.73	0.97	1.16
0.79	0.92	1.07
0.61	0.99	0.58
0.78	1	0.74
0.95	0.97	0.62
0.7	0.94	0.75
0.96	1.06	0.74
0.76	0.92	0.94
0.62	0.73	0.59
0.66	1.02	0.8
0.6	0.98	0.67
0.82	1.31	0.96
0.84	0.9	0.68
1.07	0.81	1.51
1.27	1.06	0.95
0.67	0.93	0.61
0.74	0.87	0.53
0.48	1.05	0.56
0.74	0.94	0.42
0.88	1.18	0.78
0.55	1.13	0.71
0.89	0.81	0.63
0.78	0.95	0.7
0.56	1.11	0.92
0.58	0.97	0.69
0.86	0.77	0.72
1.37	1.3	1.02
0.77	1.03	0.92
0.97	0.92	0.7
1.22	1.14	0.92
0.64	0.93	0.76
0.93	1.12	1.23
1.4	1.37	1.3
0.75	1.03	0.72
0.95	0.91	1.03
0.6	1.03	0.69
0.85	0.95	0.69
1.16	0.92	0.9
0.44	0.97	0.41
0.72	0.88	0.61
0.82	0.81	0.55
0.68	0.91	0.73
0.81	1.03	0.71
0.78	0.83	1.07
0.96	0.99	0.63
0.72	1.15	0.72
0.56	0.85	0.48
0.73	0.85	0.61
0.9	1.07	0.7
0.99	0.93	1.01
0.43	0.94	0.53
0.68	1.1	0.63
0.54	0.86	0.61
0.95	1.11	0.72
1.44	1.15	0.7
1.13	1.44	1.15
0.89	1.25	0.76
0.56	0.91	0.35
0.63	0.79	0.55
0.75	1	1
1.43	1.39	1.47
1.68	1.2	1.5
0.6	0.92	0.6
0.61	1.02	0.52
0.7	0.84	0.85
1.1	1.15	1.02
0.59	1.04	0.67
0.7	0.89	0.51
0.76	0.91	0.8
0.99	1.17	0.89
0.43	0.71	0.51
0.67	0.94	0.87
1.73	1.08	1.65
0.66	1.12	0.71
0.58	0.95	0.47
0.99	1.3	0.88
0.57	1.13	0.65
0.62	1.06	0.66
0.68	0.7	0.91
0.9	1.07	0.9
0.57	0.85	0.47
0.69	0.8	0.68
0.57	0.81	0.45
0.74	1.12	1.16
0.61	0.92	0.53
1.19	1.16	0.73
0.73	1.01	0.47
1.34	1.34	0.96
0.79	1	0.59
1.16	0.83	1.16
1.33	0.85	1.15
